Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),,,,,
Rohtak,8/17/2024,4.6,Other,1500,3000,2000,,,,,
Rohtak,8/20/2024,6.5,Other,1500,3000,2000,,,,,
Rohtak,8/21/2024,9.4,Other,1500,3000,2000,,,,,
Rohtak,8/22/2024,11.1,Other,1500,2500,2000,,,,,
Rohtak,8/23/2024,6.1,Other,2500,4000,3000,,,,,
Rohtak,8/24/2024,9,Other,1500,3500,2500,,,,,
Rohtak,8/27/2024,15.3,Other,1500,3000,2500,,,,,
Rohtak,8/28/2024,7.6,Other,1500,3000,2000,,,,,
Rohtak,8/29/2024,5.6,Other,1500,3000,2500,,,,,
Rohtak,8/30/2024,5.3,Other,1500,3000,2000,,,,,
Rohtak,8/31/2024,17.9,Other,1500,3000,2000,,,,,
Sadhaura,8/1/2024,0.2,Tomato,3500,4000,3800,,,,,
Sadhaura,8/2/2024,0.5,Tomato,3500,4000,3500,,,,,
Sadhaura,8/5/2024,1,Tomato,3000,3500,3200,,,,,
Sadhaura,8/6/2024,0.5,Tomato,2800,3500,3000,,,,,
Sadhaura,8/7/2024,0.5,Tomato,2800,3200,3000,,,,,
Sadhaura,8/14/2024,0.5,Tomato,1800,2000,2000,,,,,
Sadhaura,8/15/2024,0.5,Tomato,1800,2000,2000,,,,,
Sadhaura,8/16/2024,1.2,Other,2000,3000,2500,,,,,
Sadhaura,8/17/2024,1.1,Tomato,2500,3000,2800,,,,,
Sadhaura,8/19/2024,0.2,Tomato,2800,3600,3200,,,,,
Sadhaura,8/21/2024,1.9,Tomato,2000,2500,2300,,,,,
Sadhaura,8/22/2024,0.7,Tomato,2000,2400,2200,,,,,
Sadhaura,8/23/2024,2.1,Tomato,2000,2400,2200,,,,,
Sadhaura,8/25/2024,0.3,Tomato,2200,2700,2500,,,,,
Sadhaura,8/26/2024,0.9,Tomato,2200,2600,2400,,,,,
Sadhaura,8/27/2024,0.6,Tomato,2400,2600,2500,,,,,
Sadhaura,8/28/2024,0.5,Tomato,2400,2800,2600,,,,,
Sadhaura,8/29/2024,0.4,Tomato,2400,2800,2600,,,,,
Sadhaura,8/30/2024,1.9,Tomato,2000,2600,2300,,,,,
Sadhaura,8/31/2024,0.5,Tomato,2200,2600,2400,,,,,
Safidon,8/1/2024,1.3,Other,4500,4500,4500,,,,,
Safidon,8/2/2024,1.3,Other,4500,4500,4500,,,,,
Safidon,8/3/2024,1.4,Other,4000,4000,4000,,,,,
Safidon,8/5/2024,1.3,Other,4000,4000,4000,,,,,
Safidon,8/6/2024,1.55,Other,4500,4500,4500,,,,,
Safidon,8/8/2024,1.1,Other,4500,4500,4500,,,,,
Safidon,8/9/2024,1.2,Other,3500,4500,4000,,,,,
Safidon,8/10/2024,1.8,Other,4000,4500,4500,,,,,
Safidon,8/12/2024,1.64,Other,3500,3500,3500,,,,,
Safidon,8/15/2024,1.3,Other,3500,4000,3500,,,,,
Safidon,8/21/2024,1.7,Other,3500,3500,3500,,,,,
Safidon,8/22/2024,1.5,Other,3500,3500,3500,,,,,
Safidon,8/23/2024,1.7,Other,3500,3500,3500,,,,,
Safidon,8/24/2024,1.8,Other,3500,3500,3500,,,,,
Safidon,8/27/2024,1.75,Other,3000,3000,3000,,,,,
Safidon,8/28/2024,1.4,Other,2500,2500,2500,,,,,
Safidon,8/29/2024,1.3,Other,3500,3500,3500,,,,,
Samalkha,8/1/2024,0.6,Local,3000,3000,3000,,,,,
Samalkha,8/2/2024,1.4,Local,3000,3000,3000,,,,,
Samalkha,8/3/2024,1,Local,3000,3000,3000,,,,,
Samalkha,8/4/2024,1,Local,3000,3000,3000,,,,,
Samalkha,8/5/2024,1.2,Local,3000,3000,3000,,,,,
Samalkha,8/6/2024,1,Local,3000,3000,3000,,,,,
Samalkha,8/8/2024,1.9,Local,2800,2800,2800,,,,,
Samalkha,8/9/2024,1.3,Local,3000,3000,3000,,,,,
Samalkha,8/12/2024,0.7,Local,3000,3000,3000,,,,,
Samalkha,8/13/2024,1.4,Local,2800,2800,2800,,,,,
Samalkha,8/14/2024,1,Local,2600,2600,2600,,,,,
Samalkha,8/16/2024,0.4,Local,2500,2500,2500,,,,,
Samalkha,8/17/2024,1.6,Local,2700,2700,2700,,,,,
Samalkha,8/20/2024,1.4,Local,2600,2600,2600,,,,,
Samalkha,8/22/2024,1.4,Local,2000,2000,2000,,,,,
Samalkha,8/23/2024,0.8,Local,1500,1500,1500,,,,,
Samalkha,8/24/2024,1.7,Local,1500,1500,1500,,,,,
Samalkha,8/29/2024,1.7,Local,2000,2000,2000,,,,,
Sampla,8/1/2024,1,Other,5500,5500,5500,,,,,
Sampla,8/3/2024,1.1,Other,5000,5000,5000,,,,,
Sampla,8/4/2024,1.3,Other,5000,6000,6000,,,,,
Sampla,8/5/2024,1,Other,5000,5000,5000,,,,,
Sampla,8/6/2024,0.7,Other,5000,5000,5000,,,,,
Sampla,8/7/2024,0.9,Other,5000,5000,5000,,,,,
Sampla,8/8/2024,1,Other,5000,5000,5000,,,,,
Sampla,8/9/2024,1,Other,5000,5000,5000,,,,,
Sampla,8/10/2024,0.9,Other,5000,5000,5000,,,,,
Sampla,8/11/2024,0.4,Other,4500,4500,4500,,,,,
Sampla,8/12/2024,0.4,Other,4000,4000,4000,,,,,
Sampla,8/13/2024,0.3,Other,4000,4000,4000,,,,,
Sampla,8/15/2024,0.8,Other,4000,4500,4000,,,,,
Sampla,8/16/2024,0.6,Other,4000,4000,4000,,,,,
Sampla,8/17/2024,0.5,Other,4000,4000,4000,,,,,
Sampla,8/18/2024,1.2,Other,4000,4000,4000,,,,,
Sampla,8/19/2024,0.6,Other,5000,5000,5000,,,,,
Sampla,8/20/2024,0.9,Other,4000,5000,4000,,,,,
Sampla,8/21/2024,0.5,Other,5000,5000,5000,,,,,
Sampla,8/23/2024,0.6,Other,5000,5000,5000,,,,,
Sampla,8/24/2024,0.5,Other,5000,5000,5000,,,,,
Sampla,8/26/2024,1.2,Other,5000,5000,5000,,,,,
Sampla,8/27/2024,0.6,Other,4000,4000,4000,,,,,
Sampla,8/28/2024,0.5,Other,5000,5000,5000,,,,,
Sampla,8/29/2024,1,Other,5000,5000,5000,,,,,
Sampla,8/30/2024,0.5,Other,4000,4000,4000,,,,,
Shahabad,8/1/2024,1.11,Tomato,3000,4000,3500,,,,,
Shahabad,8/2/2024,2.7,Tomato,2200,3500,3200,,,,,
Shahabad,8/3/2024,1.3,Tomato,2500,3500,3000,,,,,
Shahabad,8/5/2024,2.3,Tomato,2200,3500,3200,,,,,
Shahabad,8/6/2024,2,Tomato,2000,3000,2800,,,,,
Shahabad,8/7/2024,1.75,Tomato,2000,3500,2500,,,,,
Shahabad,8/8/2024,1.75,Tomato,2500,3500,3000,,,,,
Shahabad,8/9/2024,2.8,Tomato,1600,3500,2500,,,,,
Shahabad,8/10/2024,2,Tomato,1600,3000,2500,,,,,
Shahabad,8/12/2024,2,Tomato,1600,3000,2500,,,,,
Shahabad,8/13/2024,2.65,Tomato,1800,3000,2500,,,,,
Shahabad,8/14/2024,1.36,Tomato,2500,3000,2800,,,,,
Shahabad,8/15/2024,1.6,Tomato,2800,3000,2900,,,,,
Shahabad,8/16/2024,2.6,Tomato,2500,3000,2800,,,,,
Shahabad,8/17/2024,2,Tomato,2500,3000,2800,,,,,
Shahabad,8/19/2024,2.2,Tomato,2500,3000,2800,,,,,
Shahabad,8/20/2024,2,Tomato,2500,3000,2800,,,,,
Shahabad,8/21/2024,2.3,Tomato,1500,3000,2800,,,,,
Shahabad,8/22/2024,2.66,Tomato,1300,2000,1500,,,,,
Shahabad,8/23/2024,2.1,Tomato,2500,3000,2800,,,,,
Shahabad,8/24/2024,2,Tomato,2200,2500,2300,,,,,
Shahabad,8/26/2024,2.6,Tomato,2200,2500,2300,,,,,
Shahabad,8/27/2024,2,Tomato,2000,2500,2200,,,,,
Shahabad,8/28/2024,1.9,Tomato,2000,2500,2200,,,,,
Shahabad,8/29/2024,1.9,Tomato,2000,2500,2200,,,,,
Shahabad,8/30/2024,2.13,Tomato,2000,2800,2500,,,,,
Shahabad,8/31/2024,2.65,Tomato,2000,2500,2200,,,,,
Shahzadpur,8/1/2024,0.11,Local,2000,2000,2000,,,,,
Shahzadpur,8/2/2024,0.46,Local,1500,3000,2000,,,,,
Shahzadpur,8/3/2024,0.6,Local,2000,3000,2000,,,,,
Shahzadpur,8/5/2024,0.41,Local,2000,3000,2000,,,,,
Shahzadpur,8/6/2024,0.55,Local,2000,3000,2000,,,,,
Shahzadpur,8/7/2024,0.61,Local,2000,2600,2000,,,,,
Shahzadpur,8/8/2024,0.56,Local,2000,2500,2000,,,,,
Shahzadpur,8/9/2024,0.59,Local,2000,2000,2000,,,,,
Shahzadpur,8/10/2024,0.66,Local,2000,3100,2000,,,,,
Shahzadpur,8/12/2024,0.31,Local,2000,2400,2000,,,,,
Shahzadpur,8/13/2024,0.6,Local,2000,3000,2000,,,,,
Shahzadpur,8/14/2024,0.56,Local,1000,3000,2100,,,,,
Shahzadpur,8/15/2024,0.25,Local,2000,2000,2000,,,,,
Shahzadpur,8/16/2024,0.51,Local,2000,2800,2000,,,,,
Shahzadpur,8/17/2024,0.31,Local,2000,3000,2000,,,,,
Shahzadpur,8/19/2024,0.61,Local,1000,2200,2000,,,,,
Shahzadpur,8/20/2024,0.7,Local,2000,2100,2000,,,,,
Shahzadpur,8/21/2024,0.7,Local,1000,2500,1500,,,,,
Shahzadpur,8/22/2024,0.6,Local,1500,2000,2000,,,,,
Shahzadpur,8/23/2024,0.81,Local,1200,2000,2000,,,,,
Shahzadpur,8/24/2024,0.61,Local,1500,3000,2100,,,,,
Shahzadpur,8/26/2024,0.73,Local,1500,2000,2000,,,,,
Shahzadpur,8/27/2024,0.75,Local,1000,2000,1800,,,,,
Shahzadpur,8/28/2024,0.56,Local,1000,2400,2400,,,,,
Shahzadpur,8/29/2024,0.65,Local,1500,2200,1500,,,,,
Shahzadpur,8/30/2024,0.91,Local,1500,2000,2000,,,,,
Shahzadpur,8/31/2024,0.88,Local,1500,2000,1800,,,,,
Sirsa,8/1/2024,3.7,Other,3600,4600,4000,,,,,
Sirsa,8/2/2024,6.8,Other,3000,5000,4000,,,,,
Sirsa,8/3/2024,7.6,Other,2300,4000,3300,,,,,
Sirsa,8/5/2024,8,Other,2800,4000,3500,,,,,
Sirsa,8/6/2024,6.4,Other,2300,4000,3500,,,,,
Sirsa,8/7/2024,5.3,Other,3200,4000,3600,,,,,
Sirsa,8/8/2024,5.2,Other,2800,4000,3600,,,,,
Sirsa,8/12/2024,6.4,Other,2500,4000,3000,,,,,
Sirsa,8/13/2024,4.8,Other,2350,3800,3500,,,,,
Sirsa,8/15/2024,5.1,Other,2000,4000,3300,,,,,
Sirsa,8/16/2024,6.1,Other,2500,3400,3300,,,,,
Sirsa,8/17/2024,5.7,Other,2000,3600,3300,,,,,
Sirsa,8/19/2024,5.6,Other,2000,4000,3500,,,,,
Sirsa,8/20/2024,9,Other,2400,4000,3400,,,,,
Sirsa,8/21/2024,8,Other,1000,3200,2200,,,,,
Sirsa,8/22/2024,4.9,Other,1700,3000,2500,,,,,
Sirsa,8/23/2024,6.2,Other,2000,2800,2500,,,,,
Sirsa,8/26/2024,6.5,Other,1800,2600,2000,,,,,
Sirsa,8/27/2024,4.1,Other,1500,2500,2000,,,,,
Sirsa,8/28/2024,10.6,Other,2000,2600,2500,,,,,
Sirsa,8/29/2024,9.6,Other,1800,2600,2200,,,,,
Sirsa,8/30/2024,6.5,Other,2000,2700,2200,,,,,
Sirsa,8/31/2024,9,Other,1700,2300,2000,,,,,
Siwan,8/1/2024,0.2,Other,2300,2400,2400,,,,,
Siwan,8/2/2024,0.4,Other,3000,3000,3000,,,,,
Siwan,8/3/2024,0.2,Other,3000,3000,3000,,,,,
Siwan,8/4/2024,0.5,Other,2800,3000,3000,,,,,
Siwan,8/5/2024,0.6,Other,3000,3000,3000,,,,,
Siwan,8/6/2024,0.2,Other,3000,3000,3000,,,,,
Siwan,8/7/2024,0.2,Other,3000,3000,3000,,,,,
Siwan,8/8/2024,0.2,Other,3000,3000,3000,,,,,
Siwan,8/9/2024,0.4,Other,3000,3000,3000,,,,,
Siwan,8/10/2024,0.45,Other,3000,3000,3000,,,,,
Siwan,8/11/2024,0.5,Other,3000,3000,3000,,,,,
Siwan,8/12/2024,0.45,Other,3000,3000,3000,,,,,
Siwan,8/13/2024,0.55,Other,2000,2000,2000,,,,,
Siwan,8/14/2024,0.4,Other,2500,2500,2500,,,,,
Siwan,8/15/2024,0.4,Other,3000,3000,3000,,,,,
Siwan,8/16/2024,0.3,Other,3000,3000,3000,,,,,
Siwan,8/17/2024,0.65,Other,3000,3000,3000,,,,,
Siwan,8/19/2024,0.6,Other,3000,3000,3000,,,,,
Siwan,8/20/2024,0.6,Other,2300,2500,2400,,,,,
Siwan,8/21/2024,0.8,Other,2500,2500,2500,,,,,
Siwan,8/22/2024,0.4,Other,2400,2600,2500,,,,,
Siwan,8/23/2024,0.65,Other,3000,3000,3000,,,,,
Siwan,8/24/2024,0.55,Other,3000,3000,3000,,,,,
Siwan,8/25/2024,0.5,Other,2500,2500,2500,,,,,
Siwan,8/26/2024,0.6,Other,2400,2500,2500,,,,,
Siwan,8/27/2024,0.45,Other,2500,2500,2500,,,,,
Siwan,8/28/2024,0.7,Other,2400,2500,2500,,,,,
Siwan,8/29/2024,0.6,Other,2400,2500,2500,,,,,
Siwan,8/30/2024,0.45,Other,2500,2600,2500,,,,,
Sohna,8/1/2024,1.75,Tomato,4000,5000,4500,,,,,
Sohna,8/2/2024,2.35,Tomato,3000,4000,4000,,,,,
Sohna,8/3/2024,2,Tomato,4000,5000,4200,,,,,
Sohna,8/4/2024,1,Tomato,3000,3000,3000,,,,,
Sohna,8/5/2024,2.7,Tomato,4000,4200,4200,,,,,
Sohna,8/6/2024,2.1,Tomato,3000,4200,4000,,,,,
Sohna,8/7/2024,2.3,Tomato,3000,4000,4000,,,,,
Sohna,8/9/2024,2.1,Tomato,3000,4200,3500,,,,,
Sohna,8/10/2024,4.1,Tomato,3000,4200,3600,,,,,
Sohna,8/11/2024,1.8,Tomato,3000,3600,3600,,,,,
Sohna,8/12/2024,1.95,Tomato,3000,3500,3500,,,,,
Sohna,8/13/2024,1.8,Tomato,3000,NR,3500,,,,,
Sohna,8/14/2024,1.5,Tomato,3000,3000,3000,,,,,
Sohna,8/19/2024,2.35,Tomato,3000,3500,3500,,,,,
Sohna,8/20/2024,3.3,Tomato,3000,3500,3200,,,,,
Sohna,8/21/2024,2.9,Tomato,2500,3000,3000,,,,,
Sohna,8/22/2024,2.4,Tomato,2500,3000,3000,,,,,
Sohna,8/23/2024,2.6,Tomato,3000,3200,3200,,,,,
Sohna,8/26/2024,2.6,Tomato,3000,3200,3200,,,,,
Sohna,8/27/2024,3.4,Tomato,3000,3200,3200,,,,,
Sohna,8/28/2024,3,Tomato,2500,3500,3000,,,,,
Sohna,8/29/2024,3.3,Tomato,2500,3200,3000,,,,,
Sohna,8/30/2024,2.6,Tomato,2000,3000,2500,,,,,
Sohna,8/31/2024,2.7,Tomato,2500,3000,3000,,,,,
Sonepat,8/2/2024,4.3,Hybrid,4000,4800,4800,,,,,
Sonepat,8/4/2024,22,Hybrid,4800,5000,5000,,,,,
Sonepat,8/17/2024,19,Other,2500,3000,3000,,,,,
Sonepat,8/19/2024,13,Other,2400,2800,2800,,,,,
Sonepat,8/20/2024,8.3,Other,2500,3000,3000,,,,,
Sonepat,8/22/2024,8,Other,2800,3000,3000,,,,,
Sonepat,8/23/2024,8.7,Other,2800,3000,3000,,,,,
Sonepat,8/24/2024,11,Other,2600,3000,3000,,,,,
Sonepat,8/26/2024,18.6,Other,2600,3000,3000,,,,,
Sonepat,8/27/2024,16.7,Other,2500,3000,2500,,,,,
Sonepat,8/28/2024,13.1,Other,2800,3000,3000,,,,,
Sonepat,8/29/2024,18.6,Other,2500,3000,3000,,,,,
Sonepat,8/30/2024,9,Other,2400,2800,2800,,,,,
Sonepat,8/31/2024,19.6,Other,2400,2800,2800,,,,,
Sonepat(Kharkhoda),8/8/2024,1.2,Deshi,3500,4500,4000,,,,,
Sonepat(Kharkhoda),8/9/2024,1.3,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/10/2024,2.2,Deshi,2500,3000,2800,,,,,
Sonepat(Kharkhoda),8/11/2024,1,Deshi,2500,3500,2800,,,,,
Sonepat(Kharkhoda),8/12/2024,2,Deshi,2500,3500,2900,,,,,
Sonepat(Kharkhoda),8/13/2024,1.4,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/14/2024,1.7,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/15/2024,1.6,Deshi,3800,4000,3900,,,,,
Sonepat(Kharkhoda),8/16/2024,2.2,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/17/2024,1.7,Deshi,3500,4000,3800,,,,,
Sonepat(Kharkhoda),8/18/2024,1.8,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/19/2024,1.7,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/20/2024,1.7,Deshi,3500,4000,3900,,,,,
Sonepat(Kharkhoda),8/21/2024,2.7,Deshi,3000,3500,3200,,,,,
Sonepat(Kharkhoda),8/22/2024,2.2,Deshi,3000,3500,3250,,,,,
Sonepat(Kharkhoda),8/23/2024,1.5,Deshi,3500,4000,3880,,,,,
Sonepat(Kharkhoda),8/24/2024,2.2,Deshi,2500,3500,3000,,,,,
Sonepat(Kharkhoda),8/26/2024,1.7,Deshi,3500,4000,3800,,,,,
Sonepat(Kharkhoda),8/27/2024,1.8,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/28/2024,1.2,Deshi,3000,4000,3500,,,,,
Sonepat(Kharkhoda),8/29/2024,2.2,Deshi,3500,4000,3800,,,,,
Sonepat(Kharkhoda),8/30/2024,2.2,Deshi,3000,4000,3500,,,,,
Tauru,8/2/2024,0.4,Tomato,5000,6000,5900,,,,,
Tauru,8/3/2024,0.5,Tomato,5000,6000,5000,,,,,
Tauru,8/4/2024,1,Tomato,5000,6000,5000,,,,,
Tauru,8/5/2024,0.2,Tomato,5000,5000,5000,,,,,
Tauru,8/6/2024,0.4,Tomato,5000,5000,5000,,,,,
Tauru,8/8/2024,0.1,Tomato,4000,4000,4000,,,,,
Tauru,8/9/2024,0.4,Tomato,5000,5000,5000,,,,,
Tauru,8/10/2024,0.3,Tomato,5000,5000,5000,,,,,
Tauru,8/12/2024,0.5,Tomato,4000,5000,5000,,,,,
Tauru,8/13/2024,0.5,Tomato,4000,5000,5000,,,,,
Tauru,8/17/2024,0.7,Tomato,5000,7000,6000,,,,,
Tauru,8/18/2024,0.3,Tomato,5000,6000,5000,,,,,
Tauru,8/19/2024,0.3,Hybrid,5000,6000,5000,,,,,
Tauru,8/20/2024,0.8,Tomato,5000,6000,5000,,,,,
Tauru,8/23/2024,1,Tomato,5000,6000,5000,,,,,
Tauru,8/24/2024,0.3,Tomato,5000,5000,5000,,,,,
Tauru,8/26/2024,0.6,Tomato,4000,4500,4000,,,,,
Tauru,8/29/2024,1,Tomato,4000,5000,5000,,,,,
Thanesar,8/1/2024,8.4,Tomato,1500,3500,2500,,,,,
Thanesar,8/2/2024,13.3,Tomato,1000,3000,2000,,,,,
Thanesar,8/3/2024,12.4,Tomato,1500,3000,2200,,,,,
Thanesar,8/6/2024,10.9,Tomato,1500,3500,2500,,,,,
Thanesar,8/7/2024,10.2,Tomato,1500,3500,2500,,,,,
Thanesar,8/8/2024,10.3,Tomato,1500,3500,2500,,,,,
Thanesar,8/9/2024,11.2,Tomato,1500,3500,2500,,,,,
Thanesar,8/10/2024,8.7,Tomato,1500,3000,2200,,,,,
Thanesar,8/13/2024,14.6,Tomato,1000,3000,2000,,,,,
Thanesar,8/14/2024,7.5,Tomato,2000,4000,3000,,,,,
Thanesar,8/15/2024,9.2,Tomato,2500,4500,3500,,,,,
Thanesar,8/16/2024,8.7,Tomato,1500,2500,2000,,,,,
Thanesar,8/17/2024,8.6,Tomato,1500,2500,2000,,,,,
Thanesar,8/19/2024,9.2,Tomato,2000,3000,2500,,,,,
Thanesar,8/20/2024,13.1,Tomato,2500,3500,3000,,,,,
Thanesar,8/21/2024,11.5,Tomato,2000,3000,2500,,,,,
Thanesar,8/22/2024,13.8,Tomato,1500,3000,2000,,,,,
Thanesar,8/23/2024,10.5,Tomato,1000,3000,2000,,,,,
Thanesar,8/24/2024,9.7,Tomato,1500,4000,2800,,,,,
Thanesar,8/26/2024,14.2,Tomato,1500,3000,2200,,,,,
Thanesar,8/27/2024,11.5,Tomato,1500,2500,2000,,,,,
Thanesar,8/28/2024,11,Tomato,1000,2000,1500,,,,,
Thanesar,8/29/2024,9.6,Tomato,1500,2500,2000,,,,,
Thanesar,8/30/2024,11.3,Tomato,1500,2500,2000,,,,,
Thanesar,8/31/2024,11.5,Tomato,1000,2500,1500,,,,,
Tohana(New Veg Market),8/2/2024,1.6,Tomato,4000,4000,4000,,,,,
Tohana(New Veg Market),8/4/2024,2.2,Tomato,4000,4000,4000,,,,,
Tohana(New Veg Market),8/5/2024,4.4,Tomato,4000,4000,4000,,,,,
Tohana(New Veg Market),8/6/2024,2.8,Tomato,3500,3500,3500,,,,,
Tohana(New Veg Market),8/7/2024,1.8,Tomato,4000,4000,4000,,,,,
Tohana(New Veg Market),8/8/2024,1.7,Tomato,4000,4000,4000,,,,,
Tohana(New Veg Market),8/10/2024,1,Tomato,3500,3500,3500,,,,,
Tohana(New Veg Market),8/13/2024,1.5,Tomato,3000,3000,3000,,,,,
Tohana(New Veg Market),8/14/2024,1.8,Tomato,3000,3000,3000,,,,,
Tohana(New Veg Market),8/15/2024,2.9,Tomato,3000,3000,3000,,,,,
Tohana(New Veg Market),8/19/2024,3.2,Tomato,2800,3200,3000,,,,,
Tohana(New Veg Market),8/20/2024,2.5,Tomato,3500,3500,3500,,,,,
Tohana(New Veg Market),8/21/2024,2.8,Tomato,3000,3500,3200,,,,,
Tohana(New Veg Market),8/22/2024,3.2,Tomato,2400,2800,2500,,,,,
Tohana(New Veg Market),8/23/2024,1.9,Tomato,2500,2600,2500,,,,,
Tohana(New Veg Market),8/27/2024,2.8,Tomato,2200,2500,2500,,,,,
Tohana(New Veg Market),8/28/2024,2.2,Tomato,2000,2500,2500,,,,,
Tohana(New Veg Market),8/29/2024,2,Tomato,2200,2500,2500,,,,,
Uklana,8/1/2024,0.3,Other,3500,4000,4000,,,,,
Uklana,8/2/2024,0.2,Other,3000,3200,3200,,,,,
Uklana,8/3/2024,0.2,Other,3500,4000,4000,,,,,
Uklana,8/4/2024,0.3,Other,2800,3000,3000,,,,,
Uklana,8/5/2024,0.3,Other,2600,3000,3000,,,,,
Uklana,8/6/2024,0.2,Other,3500,4000,4000,,,,,
Uklana,8/7/2024,0.3,Other,3500,4000,4000,,,,,
Uklana,8/8/2024,0.2,Other,2800,3000,3000,,,,,
Uklana,8/9/2024,0.2,Other,3200,3500,3500,,,,,
Uklana,8/10/2024,0.2,Other,3000,3500,3500,,,,,
Uklana,8/11/2024,0.2,Other,3000,3500,3500,,,,,
Uklana,8/12/2024,0.2,Other,3000,3500,3500,,,,,
Uklana,8/13/2024,0.2,Other,2500,3000,3000,,,,,
Uklana,8/14/2024,0.2,Other,2500,3000,3000,,,,,
Uklana,8/15/2024,0.3,Other,2500,3000,3000,,,,,
Uklana,8/16/2024,0.2,Other,2200,2500,2500,,,,,
Uklana,8/17/2024,0.3,Other,2500,3000,3000,,,,,
Uklana,8/18/2024,0.2,Other,1800,2000,2000,,,,,
Uklana,8/19/2024,0.1,Other,2000,2000,2000,,,,,
Uklana,8/20/2024,0.2,Other,2000,2000,2000,,,,,
Uklana,8/21/2024,0.2,Other,2000,2000,2000,,,,,
Uklana,8/22/2024,0.3,Other,1800,1800,1800,,,,,
Uklana,8/23/2024,0.3,Other,1800,2000,2000,,,,,
Uklana,8/24/2024,0.3,Other,2000,2000,2000,,,,,
Uklana,8/25/2024,0.2,Other,2000,2000,2000,,,,,
Uklana,8/26/2024,0.2,Other,2000,2000,2000,,,,,
Uklana,8/27/2024,0.3,Other,2000,2000,2000,,,,,
Uklana,8/28/2024,0.2,Other,2000,2000,2000,,,,,
Uklana,8/29/2024,0.3,Other,2000,2000,2000,,,,,
Uklana,8/30/2024,0.4,Other,2000,2200,2200,,,,,
Uklana,8/31/2024,0.2,Other,1800,2000,2000,,,,,
Yamuna Nagar,8/1/2024,4.2,Other,1000,3500,2200,,,,,
Yamuna Nagar,8/2/2024,8.3,Other,600,3200,2400,,,,,
Yamuna Nagar,8/3/2024,25.5,Other,900,4500,2500,,,,,
Yamuna Nagar,8/8/2024,3,Other,1200,3500,2500,,,,,
Yamuna Nagar,8/9/2024,7.4,Other,500,3500,2000,,,,,
Yamuna Nagar,8/10/2024,9,Other,1000,3500,2400,,,,,
Yamuna Nagar,8/12/2024,8,Other,800,3500,2000,,,,,
Yamuna Nagar,8/13/2024,8,Other,1000,3500,1800,,,,,
Yamuna Nagar,8/14/2024,4.9,Other,1000,3500,2200,,,,,
Yamuna Nagar,8/15/2024,9.5,Other,1000,3500,2200,,,,,
Yamuna Nagar,8/16/2024,9.3,Other,1000,3500,2000,,,,,
Yamuna Nagar,8/19/2024,9.6,Other,700,3500,2200,,,,,
Yamuna Nagar,8/20/2024,7.1,Other,700,3500,1800,,,,,
Yamuna Nagar,8/21/2024,8.4,Other,1000,2700,1500,,,,,
Yamuna Nagar,8/23/2024,8.8,Other,600,2600,1500,,,,,
Yamuna Nagar,8/24/2024,9.2,Other,1000,2300,1500,,,,,
Yamuna Nagar,8/26/2024,12.35,Other,1000,2300,1400,,,,,
Yamuna Nagar,8/27/2024,6.6,Other,500,2500,1500,,,,,
Yamuna Nagar,8/29/2024,5.9,Other,500,3000,2000,,,,,
Yamuna Nagar,8/30/2024,8.4,Other,500,2000,1500,,,,,
Yamuna Nagar,8/31/2024,10.8,Other,500,1900,1400,,,,,
